rgb_path,annotations_path,type,accident_time,accident_frame,center_x,center_y,x1,y1,x2,y2,map,weather,camera_position,no_frames,duration,height,width,annotations_start_offset
videos/head-on/Town03_head-on_clear_25_aug2.mp4,video_annotations/Town03_head-on_clear_25.json.gz,head-on,3.7,74,0.4036458333333333,0.7800925925925926,0.3572916666666667,0.637962962962963,0.45,0.9222222222222224,Town03,clear,25,433,21.65,1080,1920,39
videos/head-on/Town03_head-on_clear_27_aug2.mp4,video_annotations/Town03_head-on_clear_27.json.gz,head-on,3.9,78,0.5221354166666666,0.6388888888888888,0.4765625,0.5351851851851852,0.5677083333333334,0.7425925925925926,Town03,clear,27,457,22.85,1080,1920,35
videos/head-on/Town03_head-on_clear_29_aug2.mp4,video_annotations/Town03_head-on_clear_29.json.gz,head-on,2.9,58,0.6880208333333333,0.449074074074074,0.634375,0.4111111111111111,0.7416666666666667,0.487037037037037,Town03,clear,29,285,14.25,1080,1920,54
videos/head-on/Town03_head-on_clear_31_aug2.mp4,video_annotations/Town03_head-on_clear_31.json.gz,head-on,3.75,75,0.5049479166666667,0.5189814814814815,0.4703125,0.4694444444444444,0.5395833333333333,0.5685185185185185,Town03,clear,31,289,14.45,1080,1920,63
videos/head-on/Town03_head-on_clear_33_aug2.mp4,video_annotations/Town03_head-on_clear_33.json.gz,head-on,3.75,75,0.31484375,0.5675925925925925,0.2994791666666667,0.5194444444444445,0.3302083333333333,0.6157407407407407,Town03,clear,33,434,21.7,1080,1920,34
videos/head-on/Town03_head-on_clear_36_aug2.mp4,video_annotations/Town03_head-on_clear_36.json.gz,head-on,1.05,21,0.4455729166666666,0.3583333333333333,0.3744791666666666,0.2935185185185185,0.5166666666666667,0.4231481481481481,Town03,clear,36,415,20.75,1080,1920,88
videos/head-on/Town03_head-on_clear_38_aug2.mp4,video_annotations/Town03_head-on_clear_38.json.gz,head-on,4.0,80,0.421875,0.8203703703703704,0.3713541666666666,0.687962962962963,0.4723958333333333,0.9527777777777776,Town03,clear,38,424,21.2,1080,1920,35
videos/head-on/Town03_head-on_clear_40_aug2.mp4,video_annotations/Town03_head-on_clear_40.json.gz,head-on,4.45,89,0.696875,0.6550925925925926,0.5619791666666667,0.5425925925925926,0.8317708333333333,0.7675925925925926,Town03,clear,40,286,14.3,1080,1920,30
videos/head-on/Town03_head-on_clear_43_aug2.mp4,video_annotations/Town03_head-on_clear_43.json.gz,head-on,4.55,91,0.4674479166666667,0.6134259259259259,0.4442708333333333,0.5814814814814815,0.490625,0.6453703703703704,Town03,clear,43,415,20.75,1080,1920,30
videos/head-on/Town03_head-on_clear_45_aug2.mp4,video_annotations/Town03_head-on_clear_45.json.gz,head-on,3.3,66,0.5057291666666667,0.6722222222222223,0.4567708333333333,0.6324074074074074,0.5546875,0.712037037037037,Town03,clear,45,373,18.65,1080,1920,50
videos/head-on/Town03_head-on_clear_49_aug2.mp4,video_annotations/Town03_head-on_clear_49.json.gz,head-on,3.35,67,0.6377604166666667,0.6791666666666667,0.5994791666666667,0.5564814814814815,0.6760416666666667,0.8018518518518518,Town03,clear,49,342,17.1,1080,1920,46
videos/head-on/Town03_head-on_clear_51_aug2.mp4,video_annotations/Town03_head-on_clear_51.json.gz,head-on,3.2,64,0.709375,0.4722222222222222,0.63125,0.425,0.7875,0.5194444444444445,Town03,clear,51,311,15.55,1080,1920,49
videos/head-on/Town03_head-on_night_02_aug2.mp4,video_annotations/Town03_head-on_night_02.json.gz,head-on,2.35,47,0.5622395833333333,0.499537037037037,0.5130208333333334,0.4074074074074074,0.6114583333333333,0.5916666666666667,Town03,night,2,356,17.8,1080,1920,60
videos/head-on/Town03_head-on_night_06_aug2.mp4,video_annotations/Town03_head-on_night_06.json.gz,head-on,1.85,37,0.3002604166666666,0.4699074074074074,0.1963541666666666,0.3555555555555555,0.4041666666666667,0.5842592592592593,Town03,night,6,405,20.25,1080,1920,101
videos/head-on/Town03_head-on_night_08_aug2.mp4,video_annotations/Town03_head-on_night_08.json.gz,head-on,3.65,73,0.33125,0.4393518518518518,0.2473958333333333,0.3574074074074074,0.4151041666666666,0.5212962962962963,Town03,night,8,332,16.6,1080,1920,38
videos/head-on/Town03_head-on_night_10_aug2.mp4,video_annotations/Town03_head-on_night_10.json.gz,head-on,2.1,42,0.46015625,0.6523148148148148,0.4072916666666666,0.5203703703703704,0.5130208333333334,0.7842592592592592,Town03,night,10,429,21.45,1080,1920,76
videos/head-on/Town03_head-on_night_12_aug2.mp4,video_annotations/Town03_head-on_night_12.json.gz,head-on,3.75,75,0.5700520833333333,0.7791666666666667,0.5182291666666666,0.674074074074074,0.621875,0.8842592592592593,Town03,night,12,418,20.9,1080,1920,25
videos/head-on/Town03_head-on_night_14_aug2.mp4,video_annotations/Town03_head-on_night_14.json.gz,head-on,2.75,55,0.5611979166666666,0.6625,0.5072916666666667,0.6314814814814815,0.6151041666666667,0.6935185185185185,Town03,night,14,435,21.75,1080,1920,45
videos/head-on/Town03_head-on_night_16_aug2.mp4,video_annotations/Town03_head-on_night_16.json.gz,head-on,3.0,60,0.6453125,0.562037037037037,0.5942708333333333,0.5212962962962963,0.6963541666666667,0.6027777777777777,Town03,night,16,405,20.25,1080,1920,52
videos/head-on/Town03_head-on_night_18_aug2.mp4,video_annotations/Town03_head-on_night_18.json.gz,head-on,7.2,144,0.4888020833333333,0.1458333333333333,0.4598958333333333,0.0416666666666666,0.5177083333333333,0.25,Town03,night,18,452,22.6,1080,1920,37
videos/head-on/Town03_head-on_night_20_aug2.mp4,video_annotations/Town03_head-on_night_20.json.gz,head-on,3.5,70,0.3361979166666666,0.4912037037037037,0.3067708333333333,0.4416666666666666,0.365625,0.5407407407407407,Town03,night,20,388,19.4,1080,1920,41
videos/head-on/Town03_head-on_night_23_aug2.mp4,video_annotations/Town03_head-on_night_23.json.gz,head-on,4.0,80,0.421875,0.4009259259259259,0.35,0.362962962962963,0.49375,0.4388888888888889,Town03,night,23,491,24.55,1080,1920,29
videos/head-on/Town03_head-on_night_25_aug2.mp4,video_annotations/Town03_head-on_night_25.json.gz,head-on,3.85,77,0.3903645833333333,0.8236111111111111,0.3494791666666667,0.6694444444444444,0.43125,0.9777777777777776,Town03,night,25,294,14.7,1080,1920,35
videos/head-on/Town03_head-on_night_27_aug2.mp4,video_annotations/Town03_head-on_night_27.json.gz,head-on,4.15,83,0.53125,0.600925925925926,0.4895833333333333,0.5148148148148148,0.5729166666666666,0.687037037037037,Town03,night,27,355,17.75,1080,1920,29
videos/head-on/Town03_head-on_night_29_aug2.mp4,video_annotations/Town03_head-on_night_29.json.gz,head-on,5.3,106,0.7013020833333333,0.4657407407407407,0.6526041666666667,0.4398148148148148,0.75,0.4916666666666666,Town03,night,29,430,21.5,1080,1920,56
videos/head-on/Town03_head-on_night_31_aug2.mp4,video_annotations/Town03_head-on_night_31.json.gz,head-on,3.85,77,0.4940104166666667,0.524537037037037,0.459375,0.4777777777777778,0.5286458333333334,0.5712962962962963,Town03,night,31,421,21.05,1080,1920,32
videos/head-on/Town03_head-on_night_33_aug2.mp4,video_annotations/Town03_head-on_night_33.json.gz,head-on,3.9,78,0.3041666666666666,0.5333333333333333,0.2859375,0.4842592592592593,0.3223958333333333,0.5824074074074074,Town03,night,33,369,18.45,1080,1920,32
videos/head-on/Town03_head-on_night_36_aug2.mp4,video_annotations/Town03_head-on_night_36.json.gz,head-on,4.9,98,0.4895833333333333,0.3736111111111111,0.3989583333333333,0.3,0.5802083333333333,0.4472222222222222,Town03,night,36,389,19.45,1080,1920,82
videos/head-on/Town03_head-on_night_38_aug2.mp4,video_annotations/Town03_head-on_night_38.json.gz,head-on,3.65,73,0.4268229166666666,0.8282407407407407,0.3770833333333333,0.7046296296296296,0.4765625,0.9518518518518518,Town03,night,38,303,15.15,1080,1920,38
videos/head-on/Town03_head-on_night_40_aug2.mp4,video_annotations/Town03_head-on_night_40.json.gz,head-on,6.45,129,0.6791666666666667,0.5902777777777778,0.6109375,0.5398148148148149,0.7473958333333334,0.6407407407407407,Town03,night,40,424,21.2,1080,1920,32
videos/head-on/Town03_head-on_night_42_aug2.mp4,video_annotations/Town03_head-on_night_42.json.gz,head-on,2.45,49,0.4997395833333333,0.5041666666666667,0.4770833333333333,0.4814814814814814,0.5223958333333333,0.5268518518518519,Town03,night,42,471,23.55,1080,1920,62
videos/head-on/Town03_head-on_night_45_aug2.mp4,video_annotations/Town03_head-on_night_45.json.gz,head-on,3.55,71,0.5088541666666667,0.65,0.4604166666666666,0.6018518518518519,0.5572916666666666,0.6981481481481482,Town03,night,45,503,25.15,1080,1920,29
videos/head-on/Town03_head-on_night_49_aug2.mp4,video_annotations/Town03_head-on_night_49.json.gz,head-on,5.3,106,0.6106770833333334,0.6986111111111111,0.553125,0.5194444444444445,0.6682291666666667,0.8777777777777778,Town03,night,49,330,16.5,1080,1920,53
videos/head-on/Town03_head-on_night_51_aug2.mp4,video_annotations/Town03_head-on_night_51.json.gz,head-on,4.5,90,0.6973958333333333,0.4324074074074074,0.6140625,0.3787037037037037,0.7807291666666667,0.4861111111111111,Town03,night,51,331,16.55,1080,1920,48
videos/head-on/Town03_head-on_rain_02_aug2.mp4,video_annotations/Town03_head-on_rain_02.json.gz,head-on,4.4,88,0.5736979166666667,0.4671296296296296,0.540625,0.3981481481481481,0.6067708333333334,0.5361111111111111,Town03,rain,2,336,16.8,1080,1920,27
videos/head-on/Town03_head-on_rain_04_aug2.mp4,video_annotations/Town03_head-on_rain_04.json.gz,head-on,4.25,85,0.5065104166666666,0.4305555555555556,0.4848958333333333,0.3425925925925926,0.528125,0.5185185185185185,Town03,rain,4,461,23.05,1080,1920,34
videos/head-on/Town03_head-on_rain_08_aug2.mp4,video_annotations/Town03_head-on_rain_08.json.gz,head-on,2.65,53,0.34765625,0.4615740740740741,0.2666666666666666,0.4,0.4286458333333333,0.5231481481481481,Town03,rain,8,259,12.95,1080,1920,60
videos/head-on/Town03_head-on_rain_11_aug2.mp4,video_annotations/Town03_head-on_rain_11.json.gz,head-on,2.95,59,0.559375,0.7138888888888889,0.53125,0.5324074074074074,0.5875,0.8953703703703704,Town03,rain,11,395,19.75,1080,1920,52
videos/head-on/Town03_head-on_rain_14_aug2.mp4,video_annotations/Town03_head-on_rain_14.json.gz,head-on,3.0,60,0.5809895833333333,0.6912037037037037,0.5302083333333333,0.6574074074074074,0.6317708333333333,0.725,Town03,rain,14,264,13.2,1080,1920,60
videos/head-on/Town03_head-on_rain_16_aug2.mp4,video_annotations/Town03_head-on_rain_16.json.gz,head-on,5.45,109,0.6265625,0.5675925925925925,0.5671875,0.5111111111111111,0.6859375,0.6240740740740741,Town03,rain,16,392,19.6,1080,1920,29
videos/head-on/Town03_head-on_rain_18_aug2.mp4,video_annotations/Town03_head-on_rain_18.json.gz,head-on,4.2,84,0.49375,0.1384259259259259,0.4661458333333333,0.0546296296296296,0.5213541666666667,0.2222222222222222,Town03,rain,18,332,16.6,1080,1920,24
videos/head-on/Town03_head-on_rain_20_aug2.mp4,video_annotations/Town03_head-on_rain_20.json.gz,head-on,4.35,87,0.3333333333333333,0.4689814814814815,0.3036458333333333,0.4157407407407407,0.3630208333333333,0.5222222222222223,Town03,rain,20,355,17.75,1080,1920,24
videos/head-on/Town03_head-on_rain_22_aug2.mp4,video_annotations/Town03_head-on_rain_22.json.gz,head-on,4.25,85,0.2307291666666666,0.5074074074074074,0.1421875,0.4611111111111111,0.3192708333333333,0.5537037037037037,Town03,rain,22,502,25.1,1080,1920,33
videos/head-on/Town03_head-on_rain_26_aug2.mp4,video_annotations/Town03_head-on_rain_26.json.gz,head-on,2.85,57,0.5729166666666666,0.5819444444444445,0.5302083333333333,0.4148148148148148,0.615625,0.7490740740740741,Town03,rain,26,415,20.75,1080,1920,52
videos/head-on/Town03_head-on_rain_28_aug2.mp4,video_annotations/Town03_head-on_rain_28.json.gz,head-on,2.95,59,0.5950520833333334,0.3458333333333333,0.5208333333333334,0.3,0.6692708333333334,0.3916666666666666,Town03,rain,28,404,20.2,1080,1920,50
videos/head-on/Town03_head-on_rain_30_aug2.mp4,video_annotations/Town03_head-on_rain_30.json.gz,head-on,3.5,70,0.621875,0.5810185185185185,0.55,0.5083333333333333,0.69375,0.6537037037037037,Town03,rain,30,416,20.8,1080,1920,39
videos/head-on/Town03_head-on_rain_33_aug2.mp4,video_annotations/Town03_head-on_rain_33.json.gz,head-on,4.35,87,0.3015625,0.5949074074074074,0.2848958333333333,0.5444444444444444,0.3182291666666667,0.6453703703703704,Town03,rain,33,336,16.8,1080,1920,31
videos/head-on/Town03_head-on_rain_35_aug2.mp4,video_annotations/Town03_head-on_rain_35.json.gz,head-on,4.2,84,0.3596354166666666,0.6013888888888889,0.3067708333333333,0.562962962962963,0.4125,0.6398148148148148,Town03,rain,35,277,13.85,1080,1920,35
videos/head-on/Town03_head-on_rain_38_aug2.mp4,video_annotations/Town03_head-on_rain_38.json.gz,head-on,4.05,81,0.4036458333333333,0.8412037037037037,0.353125,0.6990740740740741,0.4541666666666666,0.9833333333333332,Town03,rain,38,417,20.85,1080,1920,57
videos/head-on/Town03_head-on_rain_40_aug2.mp4,video_annotations/Town03_head-on_rain_40.json.gz,head-on,2.0,40,0.6971354166666667,0.6476851851851851,0.615625,0.5777777777777777,0.7786458333333334,0.7175925925925926,Town03,rain,40,261,13.05,1080,1920,71
videos/head-on/Town03_head-on_rain_42_aug2.mp4,video_annotations/Town03_head-on_rain_42.json.gz,head-on,3.8,76,0.51171875,0.5430555555555555,0.496875,0.5166666666666667,0.5265625,0.5694444444444444,Town03,rain,42,380,19.0,1080,1920,40
videos/head-on/Town03_head-on_rain_46_aug2.mp4,video_annotations/Town03_head-on_rain_46.json.gz,head-on,4.1,82,0.2765625,0.5439814814814815,0.2036458333333333,0.5083333333333333,0.3494791666666667,0.5796296296296296,Town03,rain,46,469,23.45,1080,1920,31
videos/head-on/Town03_head-on_rain_48_aug2.mp4,video_annotations/Town03_head-on_rain_48.json.gz,head-on,3.75,75,0.36953125,0.575925925925926,0.309375,0.4925925925925926,0.4296875,0.6592592592592592,Town03,rain,48,427,21.35,1080,1920,34
videos/head-on/Town03_head-on_rain_50_aug2.mp4,video_annotations/Town03_head-on_rain_50.json.gz,head-on,3.35,67,0.75859375,0.7550925925925925,0.6833333333333333,0.687962962962963,0.8338541666666667,0.8222222222222222,Town03,rain,50,283,14.15,1080,1920,54
videos/head-on/Town03_head-on_sunset_01_aug2.mp4,video_annotations/Town03_head-on_sunset_01.json.gz,head-on,3.6,72,0.5934895833333333,0.2819444444444444,0.5447916666666667,0.2277777777777777,0.6421875,0.3361111111111111,Town03,sunset,1,234,11.7,1080,1920,28
videos/head-on/Town03_head-on_sunset_03_aug2.mp4,video_annotations/Town03_head-on_sunset_03.json.gz,head-on,4.4,88,0.4315104166666667,0.0777777777777777,0.4067708333333333,0.0,0.45625,0.1555555555555555,Town03,sunset,3,321,16.05,1080,1920,52
videos/head-on/Town03_head-on_sunset_05_aug2.mp4,video_annotations/Town03_head-on_sunset_05.json.gz,head-on,3.8,76,0.3864583333333333,0.2930555555555555,0.340625,0.2101851851851852,0.4322916666666667,0.3759259259259259,Town03,sunset,5,436,21.8,1080,1920,34
videos/head-on/Town03_head-on_sunset_10_aug2.mp4,video_annotations/Town03_head-on_sunset_10.json.gz,head-on,3.45,69,0.4606770833333333,0.6226851851851852,0.4104166666666666,0.4796296296296296,0.5109375,0.7657407407407407,Town03,sunset,10,407,20.35,1080,1920,42
videos/head-on/Town03_head-on_sunset_13_aug2.mp4,video_annotations/Town03_head-on_sunset_13.json.gz,head-on,3.55,71,0.68203125,0.8185185185185185,0.6088541666666667,0.6898148148148148,0.7552083333333334,0.9472222222222222,Town03,sunset,13,404,20.2,1080,1920,49
videos/head-on/Town03_head-on_sunset_15_aug2.mp4,video_annotations/Town03_head-on_sunset_15.json.gz,head-on,4.5,90,0.5768229166666666,0.687037037037037,0.5015625,0.6111111111111112,0.6520833333333333,0.762962962962963,Town03,sunset,15,363,18.15,1080,1920,84
videos/head-on/Town03_head-on_sunset_17_aug2.mp4,video_annotations/Town03_head-on_sunset_17.json.gz,head-on,3.15,63,0.5739583333333333,0.5680555555555555,0.5322916666666667,0.5009259259259259,0.615625,0.6351851851851852,Town03,sunset,17,395,19.75,1080,1920,49
videos/head-on/Town03_head-on_sunset_22_aug2.mp4,video_annotations/Town03_head-on_sunset_22.json.gz,head-on,4.5,90,0.2265625,0.6023148148148149,0.1510416666666666,0.5518518518518518,0.3020833333333333,0.6527777777777778,Town03,sunset,22,359,17.95,1080,1920,21
videos/head-on/Town03_head-on_sunset_24_aug2.mp4,video_annotations/Town03_head-on_sunset_24.json.gz,head-on,3.3,66,0.46640625,0.725462962962963,0.3765625,0.6222222222222222,0.55625,0.8287037037037037,Town03,sunset,24,274,13.7,1080,1920,34
videos/head-on/Town03_head-on_sunset_26_aug2.mp4,video_annotations/Town03_head-on_sunset_26.json.gz,head-on,3.15,63,0.5861979166666667,0.5569444444444445,0.5401041666666667,0.3962962962962963,0.6322916666666667,0.7175925925925926,Town03,sunset,26,337,16.85,1080,1920,54
videos/head-on/Town03_head-on_sunset_28_aug2.mp4,video_annotations/Town03_head-on_sunset_28.json.gz,head-on,3.9,78,0.59375,0.3606481481481481,0.5145833333333333,0.3138888888888889,0.6729166666666667,0.4074074074074074,Town03,sunset,28,460,23.0,1080,1920,42
videos/head-on/Town03_head-on_sunset_30_aug2.mp4,video_annotations/Town03_head-on_sunset_30.json.gz,head-on,3.3,66,0.62109375,0.6101851851851852,0.5703125,0.562037037037037,0.671875,0.6583333333333333,Town03,sunset,30,334,16.7,1080,1920,45
videos/head-on/Town03_head-on_sunset_33_aug2.mp4,video_annotations/Town03_head-on_sunset_33.json.gz,head-on,3.25,65,0.3421875,0.5388888888888889,0.3255208333333333,0.4935185185185185,0.3588541666666666,0.5842592592592593,Town03,sunset,33,422,21.1,1080,1920,46
videos/head-on/Town03_head-on_sunset_36_aug2.mp4,video_annotations/Town03_head-on_sunset_36.json.gz,head-on,3.05,61,0.4528645833333333,0.3328703703703703,0.3885416666666667,0.2777777777777778,0.5171875,0.3879629629629629,Town03,sunset,36,430,21.5,1080,1920,49
videos/head-on/Town03_head-on_sunset_39_aug2.mp4,video_annotations/Town03_head-on_sunset_39.json.gz,head-on,2.95,59,0.48203125,0.5810185185185185,0.45625,0.4805555555555555,0.5078125,0.6814814814814815,Town03,sunset,39,375,18.75,1080,1920,51
videos/head-on/Town03_head-on_sunset_41_aug2.mp4,video_annotations/Town03_head-on_sunset_41.json.gz,head-on,2.4,48,0.6049479166666667,0.3037037037037037,0.5515625,0.2833333333333333,0.6583333333333333,0.324074074074074,Town03,sunset,41,331,16.55,1080,1920,63
videos/head-on/Town03_head-on_sunset_43_aug2.mp4,video_annotations/Town03_head-on_sunset_43.json.gz,head-on,4.25,85,0.4893229166666666,0.6222222222222222,0.4708333333333333,0.587037037037037,0.5078125,0.6574074074074074,Town03,sunset,43,361,18.05,1080,1920,25
videos/head-on/Town03_head-on_sunset_45_aug2.mp4,video_annotations/Town03_head-on_sunset_45.json.gz,head-on,4.4,88,0.49140625,0.638425925925926,0.4333333333333333,0.575,0.5494791666666666,0.7018518518518518,Town03,sunset,45,365,18.25,1080,1920,29
videos/head-on/Town03_head-on_sunset_47_aug2.mp4,video_annotations/Town03_head-on_sunset_47.json.gz,head-on,2.65,53,0.36875,0.6333333333333333,0.2630208333333333,0.5305555555555556,0.4744791666666667,0.7361111111111112,Town03,sunset,47,407,20.35,1080,1920,109
videos/head-on/Town03_head-on_sunset_49_aug2.mp4,video_annotations/Town03_head-on_sunset_49.json.gz,head-on,4.05,81,0.6325520833333333,0.7013888888888888,0.5942708333333333,0.5833333333333334,0.6708333333333333,0.8194444444444444,Town03,sunset,49,406,20.3,1080,1920,59
videos/head-on/Town03_head-on_wet_01_aug2.mp4,video_annotations/Town03_head-on_wet_01.json.gz,head-on,4.3,86,0.59765625,0.2675925925925926,0.5328125,0.199074074074074,0.6625,0.3361111111111111,Town03,wet,1,428,21.4,1080,1920,24
videos/head-on/Town03_head-on_wet_04_aug2.mp4,video_annotations/Town03_head-on_wet_04.json.gz,head-on,4.5,90,0.484375,0.4768518518518518,0.4640625,0.3944444444444444,0.5046875,0.5592592592592592,Town03,wet,4,430,21.5,1080,1920,30
videos/head-on/Town03_head-on_wet_07_aug2.mp4,video_annotations/Town03_head-on_wet_07.json.gz,head-on,2.95,59,0.3510416666666666,0.4375,0.2796875,0.3657407407407407,0.4223958333333333,0.5092592592592593,Town03,wet,7,391,19.55,1080,1920,51
videos/head-on/Town03_head-on_wet_09_aug2.mp4,video_annotations/Town03_head-on_wet_09.json.gz,head-on,3.45,69,0.3760416666666666,0.8587962962962963,0.2901041666666666,0.737037037037037,0.4619791666666666,0.9805555555555556,Town03,wet,9,407,20.35,1080,1920,43
videos/head-on/Town03_head-on_wet_11_aug2.mp4,video_annotations/Town03_head-on_wet_11.json.gz,head-on,3.35,67,0.5401041666666667,0.6842592592592592,0.509375,0.5148148148148148,0.5708333333333333,0.8537037037037037,Town03,wet,11,333,16.65,1080,1920,33
videos/head-on/Town03_head-on_wet_13_aug2.mp4,video_annotations/Town03_head-on_wet_13.json.gz,head-on,3.55,71,0.67421875,0.8490740740740741,0.59375,0.7212962962962963,0.7546875,0.976851851851852,Town03,wet,13,244,12.2,1080,1920,39
videos/head-on/Town03_head-on_wet_15_aug2.mp4,video_annotations/Town03_head-on_wet_15.json.gz,head-on,2.25,45,0.5731770833333333,0.5949074074074074,0.515625,0.5388888888888889,0.6307291666666667,0.6509259259259259,Town03,wet,15,340,17.0,1080,1920,71
videos/head-on/Town03_head-on_wet_17_aug2.mp4,video_annotations/Town03_head-on_wet_17.json.gz,head-on,3.55,71,0.5981770833333333,0.5777777777777777,0.5505208333333333,0.5120370370370371,0.6458333333333334,0.6435185185185185,Town03,wet,17,358,17.9,1080,1920,39
videos/head-on/Town03_head-on_wet_20_aug2.mp4,video_annotations/Town03_head-on_wet_20.json.gz,head-on,2.95,59,0.3354166666666666,0.5032407407407408,0.303125,0.4537037037037037,0.3677083333333333,0.5527777777777778,Town03,wet,20,352,17.6,1080,1920,51
videos/head-on/Town03_head-on_wet_23_aug2.mp4,video_annotations/Town03_head-on_wet_23.json.gz,head-on,4.05,81,0.4158854166666667,0.35,0.3390625,0.2944444444444444,0.4927083333333333,0.4055555555555555,Town03,wet,23,467,23.35,1080,1920,34
videos/head-on/Town03_head-on_wet_25_aug2.mp4,video_annotations/Town03_head-on_wet_25.json.gz,head-on,3.15,63,0.4075520833333333,0.8013888888888889,0.3625,0.6592592592592592,0.4526041666666666,0.9435185185185184,Town03,wet,25,414,20.7,1080,1920,48
videos/head-on/Town03_head-on_wet_27_aug2.mp4,video_annotations/Town03_head-on_wet_27.json.gz,head-on,6.05,121,0.5627604166666667,0.6236111111111111,0.5052083333333334,0.5342592592592592,0.6203125,0.7129629629629629,Town03,wet,27,306,15.3,1080,1920,40
videos/head-on/Town03_head-on_wet_29_aug2.mp4,video_annotations/Town03_head-on_wet_29.json.gz,head-on,3.25,65,0.71015625,0.4833333333333333,0.6557291666666667,0.45,0.7645833333333333,0.5166666666666667,Town03,wet,29,387,19.35,1080,1920,44
videos/head-on/Town03_head-on_wet_32_aug2.mp4,video_annotations/Town03_head-on_wet_32.json.gz,head-on,4.0,80,0.5875,0.4189814814814814,0.55625,0.3472222222222222,0.61875,0.4907407407407407,Town03,wet,32,324,16.2,1080,1920,37
videos/head-on/Town03_head-on_wet_36_aug2.mp4,video_annotations/Town03_head-on_wet_36.json.gz,head-on,4.75,95,0.4276041666666667,0.3657407407407407,0.3671875,0.3166666666666666,0.4880208333333333,0.4148148148148148,Town03,wet,36,394,19.7,1080,1920,23
videos/head-on/Town03_head-on_wet_38_aug2.mp4,video_annotations/Town03_head-on_wet_38.json.gz,head-on,5.2,104,0.3979166666666666,0.875462962962963,0.3416666666666667,0.7518518518518519,0.4541666666666666,0.999074074074074,Town03,wet,38,407,20.35,1080,1920,35
videos/head-on/Town03_head-on_wet_40_aug2.mp4,video_annotations/Town03_head-on_wet_40.json.gz,head-on,5.25,105,0.6614583333333334,0.5689814814814815,0.6020833333333333,0.5259259259259259,0.7208333333333333,0.612037037037037,Town03,wet,40,390,19.5,1080,1920,55
videos/head-on/Town03_head-on_wet_44_aug2.mp4,video_annotations/Town03_head-on_wet_44.json.gz,head-on,6.6,132,0.38125,0.4564814814814815,0.3494791666666667,0.3962962962962963,0.4130208333333333,0.5166666666666667,Town03,wet,44,346,17.3,1080,1920,26
